year,country,title,rating,genre
2010,USA,Morning Glory,3,"Comedy, Drama, Romance"
2010,"UK, France, USA",Nanny McPhee and the Big Bang,3,"Comedy, Family, Fantasy"
2010,"UK, USA",Never Let Me Go,3,"Drama, Romance, Sci-Fi"
2010,USA,Paranormal Activity 2,3,Horror
2010,"Canada, USA",Percy Jackson &amp; the Olympians: The Lightning Thief,3,"Adventure, Family, Fantasy"
2010,USA,Please Give,3,"Comedy, Drama"
2010,USA,Predators,0,"Action, Adventure, Sci-Fi"
2010,USA,Prince of Persia: The Sands of Time,0,"Action, Adventure, Fantasy"
2010,USA,Rabbit Hole,3,Drama
2010,USA,Ramona and Beezus,3,"Adventure, Comedy, Family"
2010,USA,Red,2,"Action, Comedy, Crime"
2010,USA,Remember Me,3,"Drama, Romance"
2010,"USA, Canada",Repo Men,3,"Action, Crime, Sci-Fi"
2010,"USA, UK",Robin Hood,3,"Action, Adventure, Drama"
2010,USA,Salt,3,"Action, Crime, Mystery"
2010,"USA, UK, Canada, Japan",Scott Pilgrim vs. the World,3,"Action, Comedy, Fantasy"
2010,USA,Secretariat,3,"Drama, Family, History"
2010,USA,Sex and the city 2,3,"Comedy, Drama, Romance"
2010,USA,Shrek Forever After,1,"Animation, Adventure, Comedy"
2010,USA,Shutter Island,1,"Drama, Mystery, Thriller"
2010,USA,Skyline,3,"Action, Sci-Fi, Thriller"
2010,"USA, UK, Italy, Japan",Somewhere,3,Drama
2010,"UK, USA",Submarine,1,"Comedy, Drama, Romance"
2010,USA,Super,1,"Comedy, Drama"
2010,USA,Takers,1,"Action, Crime, Thriller"
2010,USA,Tangled,3,"Animation, Comedy, Family"
2010,USA,"A-Team, The",0,"Action, Adventure, Comedy"
2010,USA,"Back-up Plan, The",3,"Comedy, Romance"
2010,USA,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",3,"Adventure, Family, Fantasy"
2010,USA,"Conspirator, The",3,"Crime, Drama, History"
2010,"USA, United Arab Emirates","Crazies, The",3,"Horror, Mystery, Thriller"
2010,"USA, UK, Hungary, Israel","Debt, The",3,"Drama, Thriller"
2010,USA,"Expendables, The",1,"Action, Adventure, Thriller"
2010,USA,"Fighter, The",2,"Biography, Drama, Sport"
2010,"France, Germany, UK","Ghost Writer, The",2,"Mystery, Thriller"
2010,"UK, France","Illusionist, The",0,"Animation, Drama, Fantasy"
2010,"USA, China","Karate Kid, The",3,"Action, Drama, Family"
2010,USA,"Kids Are All Right, The",3,"Comedy, Drama"
2010,"USA, Sweden, UK, Canada","Killer Inside Me, The",1,"Crime, Drama, Thriller"
2010,"UK, USA, Australia","King&#39;s Speech, The",3,"Biography, Drama, History"
2010,USA,"Last Airbender, The",1,"Action, Adventure, Family"
2010,"USA, France","Last Exorcism, The",3,"Drama, Horror, Thriller"
2010,USA,"Losers, The",1,"Action, Crime, Drama"
2010,"USA, France","Next Three Days, The",3,"Crime, Drama, Romance"
2010,USA,"Other Guys, The",2,"Action, Comedy, Crime"
2010,USA,"Runaways, The",3,"Biography, Drama, Music"
2010,USA,"Social Network, The",1,"Biography, Drama"
2010,USA,"Sorcerer&#39;s Apprentice, The",1,"Action, Adventure, Comedy"
2010,USA,"Spy Next Door, The",3,"Action, Comedy, Family"
2010,USA,"Switch, The",2,"Comedy, Drama, Romance"
2010,USA,"Tempest, The",3,"Comedy, Drama, Fantasy"
2010,"USA, France, Italy","Tourist, The",0,"Action, Romance, Thriller"
2010,USA,"Town, The",1,"Crime, Drama, Thriller"
2010,USA,"Twilight Saga: Eclipse, The",3,"Adventure, Drama, Fantasy"
2010,USA,"Wolfman, The",1,"Drama, Horror, Thriller"
2010,USA,Tiny Furniture,3,"Comedy, Drama"
2010,USA,Toy Story 3,3,"Animation, Adventure, Comedy"
2010,USA,Tron Legacy,1,"Action, Adventure, Sci-Fi"
2010,USA,True Grit,3,"Adventure, Drama, Western"
2010,"Canada, USA",Tucker and Dale vs Evil,3,"Comedy, Horror"
2010,USA,Unstoppable,3,"Action, Thriller"
2010,USA,Valentine&#39;s Day,3,"Comedy, Romance"
2010,USA,Wall Street: Money Never Sleeps,3,Drama
2010,"UK, USA",Welcome to the Rileys,3,Drama
2010,"UK, France",Wild Target,1,"Comedy, Crime"
2010,USA,Winter&#39;s Bone,3,Drama
2010,"Germany, Hungary, France",Womb,3,"Drama, Romance, Sci-Fi"
2010,"USA, New Zealand",Yogi Bear,0,"Animation, Adventure, Comedy"
2010,USA,You Again,3,"Comedy, Romance"
2010,"USA, Spain",You Will Meet a Tall Dark Stranger,3,"Comedy, Drama, Romance"
2009,USA,(500) Days of Summer,1,"Comedy, Drama, Romance"
2009,USA,17 Again,3,"Comedy, Drama, Fantasy"
2009,USA,2012,1,"Action, Adventure, Sci-Fi"
2009,USA,9,0,"Animation, Action, Adventure"
2009,USA,A Perfect Getaway,3,"Adventure, Mystery, Thriller"
2009,"USA, UK, France",A Serious Man,2,"Comedy, Drama"
2009,USA,A Single Man,1,Drama
2009,USA,Adam,2,"Drama, Romance"
2009,USA,Adventureland,3,"Comedy, Drama, Romance"
2009,Spain,Agora,1,"Adventure, Drama, History"
2009,"Germany, Israel",Ajami,2,"Crime, Drama"
2009,USA,All About Steve,3,Comedy
2009,"UK, USA",An Education,3,Drama
2009,"USA, Italy",Angels &amp; Demons,0,"Mystery, Thriller"
2009,USA,Armored,0,"Action, Crime, Thriller"
2009,"Hong Kong, USA, Japan",Astro Boy,3,"Animation, Action, Family"
2009,"USA, UK",Avatar,3,"Action, Adventure, Fantasy"
2009,"USA, UK",Away We Go,3,"Comedy, Drama, Romance"
2009,USA,Br&uuml;no,0,Comedy
2009,USA,Bride Wars,3,"Comedy, Romance"
2009,"UK, Australia, France",Bright Star,3,"Biography, Drama, Romance"
2009,USA,Brooklyn&#39;s Finest,1,"Crime, Drama, Thriller"
2009,USA,Brothers,3,"Drama, Thriller, War"
2009,USA,Capitalism: A Love Story,1,Documentary
2009,"USA, Canada",Case 39,3,"Horror, Mystery, Thriller"
2009,"USA, Canada, France",Chloe,3,"Drama, Mystery, Thriller"
2009,USA,Cloudy with a Chance of Meatballs,1,"Animation, Comedy, Family"
2009,"France, Belgium",Coco avant Chanel,3,"Biography, Drama"
2009,USA,Coraline,3,"Animation, Fantasy, Thriller"
2009,"Australia, USA",Daybreakers,1,"Action, Drama, Horror"
2009,Norway,Dead Snow,2,"Comedy, Horror"
2009,"USA, New Zealand, Canada, South Africa",District 9,1,"Action, Sci-Fi, Thriller"
2009,USA,Drag Me to Hell,3,"Horror, Thriller"
2009,"France, Germany, Italy, Canada",Enter the Void,1,"Drama, Fantasy"
2009,USA,Everybody&#39;s Fine,2,"Adventure, Drama"
2009,USA,Fantastic Mr. Fox,1,"Animation, Adventure, Comedy"
2009,USA,Fast &amp; Furious,1,"Action, Crime, Drama"
2009,USA,Fired Up!,1,Comedy
2009,"UK, Netherlands",Fish Tank,3,Drama
2009,USA,Friday the 13th,2,Horror
2009,USA,Funny People,1,"Comedy, Drama"
2009,USA,G-Force,1,"Action, Adventure, Comedy"
2009,"USA, Czech Republic",G.I. Joe: The Rise of Cobra,1,"Action, Adventure, Sci-Fi"
2009,USA,Gamer,1,"Action, Sci-Fi, Thriller"
2009,"USA, Germany, Poland",Get Low,1,"Drama, Mystery"
2009,UK,Harry Brown,1,"Action, Crime, Drama"
2009,"UK, USA",Harry Potter and the Half-Blood Prince,3,"Adventure, Family, Fantasy"
2009,"USA, Germany, Netherlands",He&#39;s Just Not That Into You,3,"Comedy, Drama, Romance"
2009,"France, Hong Kong, Ireland, Spain, UK",I Come with the Rain,0,Thriller
2009,"France, USA",I Love You Phillip Morris,1,"Biography, Comedy, Drama"
2009,USA,"I Love You, Man",2,Comedy
2009,USA,Ice Age: Dawn of the Dinosaurs,1,"Animation, Action, Adventure"
2009,"USA, Germany",Inglourious Basterds,3,"Adventure, Drama, War"
2009,USA,Invictus,1,"Biography, Drama, History"
2009,USA,It&#39;s Complicated,3,"Comedy, Romance"
2009,USA,Jennifer&#39;s Body,3,"Comedy, Horror"
2009,USA,Julie &amp; Julia,3,"Biography, Drama, Romance"
2009,"USA, UK, Australia",Knowing,1,"Action, Drama, Mystery"
2009,USA,Law Abiding Citizen,3,"Crime, Drama, Thriller"
2009,USA,Life During Wartime,3,"Comedy, Drama"
2009,France,Micmacs (Micmacs &agrave; tire-larigot),3,"Action, Comedy, Crime"
2009,USA,Monsters vs Aliens,3,"Animation, Action, Adventure"
2009,UK,Moon,1,"Drama, Sci-Fi"
2009,"USA, Spain",Mother and Child,3,"Drama, Romance"
2009,USA,My Bloody Valentine 3D,2,"Horror, Thriller"
2009,USA,My Sister&#39;s Keeper,3,Drama
2009,"USA, Italy",Nine,2,"Drama, Musical, Romance"
2009,"USA, Germany",Ninja Assassin,1,"Action, Crime, Thriller"
2009,"UK, Canada",Nowhere Boy,3,"Biography, Drama, Music"
2009,"Ireland, USA",Ondine,3,"Drama, Romance"
2009,India,Paa,2,"Comedy, Drama"
2009,"Germany, UK",Pandorum,1,"Action, Horror, Mystery"
2009,"Ireland, UK",Perrier&#39;s Bounty,0,"Action, Comedy, Crime"
2009,"Spain, UK, USA",Planet 51,1,"Animation, Adventure, Comedy"
2009,USA,Precious: Based on the Novel Push by Sapphire,3,Drama
2009,USA,Public Enemies,1,"Biography, Crime, Drama"
2009,"USA, Canada",Push,3,"Action, Sci-Fi, Thriller"
2009,"USA, Germany",Sherlock Holmes,1,"Action, Adventure, Crime"
2009,"Canada, France, USA",Splice,3,"Horror, Sci-Fi"
2009,"USA, Germany",Star Trek,3,"Action, Adventure, Sci-Fi"
2009,"USA, UK, France",State of Play,3,"Drama, Mystery"
2009,USA,Surrogates,1,"Action, Sci-Fi, Thriller"
2009,"USA, Germany, UK, Italy",Terminator Salvation,2,"Action, Drama, Sci-Fi"
2009,USA,"Blind Side, The",2,"Biography, Drama, Sport"
2009,"UK, Germany, France","Boat That Rocked, The",3,"Comedy, Drama, Music"
2009,USA,"Boondock Saints II: All Saints Day, The",0,"Action, Comedy, Crime"
2009,USA,"Box, The",3,"Drama, Mystery, Sci-Fi"
2009,USA,"City of Your Final Destination, The",3,Drama
2009,USA,"Final Destination, The",3,"Horror, Thriller"
2009,"USA, UK","Fourth Kind, The",3,"Mystery, Sci-Fi, Thriller"
2009,"Sweden, Denmark, Germany, Norway","Girl with the Dragon Tattoo, The",3,"Crime, Mystery, Thriller"
2009,USA,"Girlfriend Experience, The",3,Drama
2009,USA,"Good Guy, The",3,"Comedy, Romance"
2009,"USA, Germany","Hangover, The",1,Comedy
2009,"UK, Canada, France","Imaginarium of Doctor Parnassus, The",1,"Adventure, Fantasy, Mystery"
2009,USA,"Informant!, The",1,"Comedy, Crime, Drama"
2009,USA,"Invention of Lying, The",2,"Comedy, Fantasy, Romance"
2009,"Germany, Russia, UK","Last Station, The",3,"Biography, Drama, Romance"
2009,"USA, UK, New Zealand","Lovely Bones, The",3,"Drama, Fantasy"
2009,"USA, UK","Men Who Stare at Goats, The",0,"Comedy, War"
2009,USA,"Messenger, The",1,"Drama, Romance, War"
2009,USA,"Princess and the Frog, The",3,"Animation, Family, Fantasy"
2009,USA,"Proposal, The",2,"Comedy, Drama, Romance"
2009,USA,"Road, The",1,"Adventure, Drama"
2009,"France, Belgium, Ireland","Secret of Kells, The",0,"Animation, Adventure, Family"
2009,"UK, USA, France","Soloist, The",1,"Biography, Drama, Music"
2009,"USA, UK","Taking of Pelham 123, The",0,"Action, Crime, Thriller"
2009,USA,"Time Traveler&#39;s Wife, The",3,"Drama, Fantasy, Romance"
2009,USA,"Ugly Truth, The",2,"Comedy, Romance"
2009,USA,"Unborn, The",3,"Horror, Mystery, Thriller"
2009,"UK, USA","Young Victoria, The",3,"Biography, Drama, History"
2009,USA,Transformers: Revenge of the Fallen,3,"Action, Adventure, Sci-Fi"
2009,USA,Up,1,"Animation, Adventure, Drama"
2009,USA,Up in the Air,2,"Drama, Romance"
2009,USA,Veronika Decides to Die,3,"Drama, Romance"
2009,USA,Watchmen,3,"Action, Drama, Mystery"
2009,"USA, France",Whatever Works,3,"Comedy, Romance"
2009,"USA, Australia, Germany",Where the Wild Things Are,1,"Adventure, Drama, Family"
2009,USA,Whip It,3,"Drama, Sport"
2009,"USA, Canada, France, Turkey",Whiteout,3,"Action, Crime, Mystery"
2009,USA,X-Men Origins: Wolverine,3,"Action, Adventure, Sci-Fi"
2009,USA,Yesterday Was a Lie,3,"Drama, Music, Mystery"
2009,USA,Youth in Revolt,1,"Comedy, Drama, Romance"
2009,USA,Zombieland,3,"Comedy, Horror"
2008,USA,21,3,"Crime, Drama, Thriller"
2008,USA,Appaloosa,1,"Crime, Drama, Western"
2008,"Australia, USA, UK",Australia,2,"Adventure, Drama, History"
2008,USA,Baby Mama,3,"Comedy, Romance"
2008,"UK, USA",Be Kind Rewind,1,"Comedy, Drama"
2008,USA,Bedtime Stories,3,"Comedy, Family, Fantasy"
2008,"Canada, Brazil, Japan",Blindness,3,"Drama, Mystery, Sci-Fi"
2008,USA,Bolt,3,"Animation, Adventure, Comedy"
2008,"USA, UK, France",Burn After Reading,1,"Comedy, Crime, Drama"
2008,USA,Changeling,3,"Drama, History, Mystery"
2008,"France, Spain, USA",Che: Part One,1,"Biography, Drama, History"
2008,USA,City of Ember,3,"Adventure, Family, Fantasy"
2008,USA,Cloverfield,3,"Action, Sci-Fi, Thriller"
2008,USA,Day of the Dead,3,"Action, Horror, Thriller"
2008,"USA, Germany, UK",Death Race,1,"Action, Sci-Fi, Thriller"
2008,USA,Defiance,3,"Action, Drama, History"
2008,"UK, USA, France","Definitely, Maybe",3,"Comedy, Drama, Romance"
2008,"UK, USA, South Africa, Germany",Doomsday,3,"Action, Sci-Fi"
2008,USA,Doubt,3,"Drama, Mystery"
2008,"USA, Germany",Eagle Eye,1,"Action, Mystery, Thriller"
2008,"UK, Canada",Easy Virtue,3,"Comedy, Romance"
2008,USA,Fireproof,2,"Drama, Romance"
2008,"Belgium, USA",Fly Me to the Moon,0,"Animation, Adventure, Family"
2008,USA,Forgetting Sarah Marshall,3,"Comedy, Drama, Romance"
2008,"USA, Germany",Four Christmases,3,"Comedy, Drama, Romance"
2008,"USA, UK, France",Frost/Nixon,1,"Drama, History"
2008,USA,Frozen River,3,"Crime, Drama"
2008,Japan,Gake no ue no Ponyo,3,"Animation, Adventure, Family"
2008,USA,Ghost Town,1,"Comedy, Fantasy, Romance"
2008,"USA, Germany",Gran Torino,2,Drama
2008,USA,Hamlet 2,3,"Comedy, Music"
2008,USA,Hancock,0,"Action, Fantasy"
2008,USA,Herb &amp; Dorothy,3,"Documentary, Biography"
2008,USA,High School Musical 3: Senior Year,3,"Comedy, Drama, Family"
2008,"USA, France",Igor,2,"Animation, Comedy, Family"
2008,"UK, USA",In Bruges,1,"Comedy, Crime, Drama"
2008,USA,Indiana Jones and the Kingdom of the Crystal Skull,1,"Action, Adventure"
2008,"Germany, UK, USA",Inkheart,3,"Adventure, Family, Fantasy"
2008,USA,Iron Man,2,"Action, Adventure, Sci-Fi"
2008,USA,Journey to the Center of the Earth,1,"Action, Adventure, Family"
2008,"USA, Canada",Jumper,1,"Action, Adventure, Sci-Fi"
2008,USA,Kung Fu Panda,3,"Animation, Action, Adventure"
2008,Sweden,L&aring;t den r&auml;tte komma in (Let the Right One In),1,"Drama, Horror"
2008,"USA, UK",Made of Honor,2,"Comedy, Romance"
2008,"Canada, USA",Max Payne,3,"Action, Crime, Drama"
2008,USA,Meet Dave,1,"Adventure, Comedy, Family"
2008,USA,Milk,1,"Biography, Drama, History"
2008,"USA, Italy",Miracle at St. Anna,2,"Action, Crime, Drama"
2008,USA,Nick and Norah&#39;s Infinite Playlist,3,"Comedy, Drama, Music"
2008,USA,Nim&#39;s Island,3,"Adventure, Comedy, Family"
2008,USA,Pineapple Express,2,"Action, Comedy, Crime"
2008,Canada,Pontypool,0,"Horror, Thriller"
2008,USA,Possession,3,"Drama, Mystery, Romance"
2008,"USA, Canada",Prom Night,3,"Horror, Mystery, Thriller"
2008,"UK, USA",Quantum of Solace,1,"Action, Adventure, Crime"
2008,USA,Quarantine,3,"Horror, Thriller"
2008,USA,Rachel Getting Married,3,"Drama, Romance"
2008,"USA, UK",Revolutionary Road,3,"Drama, Romance"
2008,"UK, USA",RocknRolla,1,"Action, Crime, Thriller"
2008,USA,Seven Pounds,3,Drama
2008,USA,Sex and the City,3,"Comedy, Drama, Romance"
2008,UK,Slumdog Millionaire,1,"Drama, Romance, Thriller"
2008,"USA, Australia, Germany",Speed Racer,3,"Action, Family, Sport"
2008,"USA, Canada",Stargate: The Ark of Truth,3,"Adventure, Fantasy, Sci-Fi"
2008,USA,Step Brothers,1,Comedy
2008,USA,Sunshine Cleaning,3,"Comedy, Drama"
2008,USA,"Synecdoche, New York",3,Drama
2008,"France, USA, UK",Taken,3,"Action, Crime, Thriller"
2008,"UK, USA, Australia","Bank Job, The",3,"Crime, Drama, Thriller"
2008,USA,"Brothers Bloom, The",3,"Adventure, Comedy, Drama"
2008,"USA, Poland, Slovenia, Czech Republic","Chronicles of Narnia: Prince Caspian, The",3,"Action, Adventure, Family"
2008,USA,"Curious Case of Benjamin Button, The",3,"Drama, Fantasy, Romance"
2008,"USA, UK","Dark Knight, The",3,"Action, Crime, Drama"
2008,"USA, Canada","Day the Earth Stood Still, The",3,"Drama, Sci-Fi, Thriller"
2008,"USA, Canada","Eye, The",3,"Drama, Horror, Thriller"
2008,"USA, China","Forbidden Kingdom, The",1,"Action, Adventure, Fantasy"
2008,USA,"House Bunny, The",3,"Comedy, Romance"
2008,USA,"Hurt Locker, The",1,"Drama, Thriller, War"
2008,USA,"Incredible Hulk, The",1,"Action, Sci-Fi, Thriller"
2008,USA,"Lucky Ones, The",3,"Comedy, Drama, War"
2008,"UK, USA","Other Boleyn Girl, The",3,"Biography, Drama, History"
2008,"USA, Germany","Reader, The",1,"Drama, Romance"
2008,USA,"Secret Life of Bees, The",3,Drama
2008,"USA, Greece","Sisterhood of the Traveling Pants 2, The",3,"Comedy, Drama, Romance"
2008,USA,"Strangers, The",3,"Horror, Mystery, Thriller"
2008,,"Tale of Despereaux, The",3,
2008,USA,"Women, The",3,"Comedy, Drama"
2008,"USA, France","Wrestler, The",1,"Drama, Sport"
2008,"China, South Korea, Hong Kong",Three Kingdoms: Resurrection of the Dragon,1,"Action, Drama, History"
2008,"Spain, Germany, UK, Lithuania",Transsiberian,3,"Crime, Drama, Mystery"
2008,"USA, UK, Germany",Tropic Thunder,0,"Action, Comedy"
2008,USA,Twilight,3,"Drama, Fantasy, Romance"
2008,"USA, Germany",Valkyrie,1,"Drama, History, Thriller"
2008,"Spain, USA",Vicky Cristina Barcelona,3,"Drama, Romance"
2008,USA,WALL-E,1,"Animation, Adventure, Family"
2008,"Israel, France, Germany, USA, Finland, Switzerland, Belgium, Australia",Waltz with Bashir,0,"Documentary, Animation, Biography"
2008,"USA, Germany",Wanted,1,"Action, Crime, Thriller"
2008,USA,"Welcome Home, Roscoe Jenkins",3,"Comedy, Romance"
2008,USA,Wendy and Lucy,3,Drama
2008,USA,What Happens In Vegas,3,"Comedy, Romance"
2008,"USA, Australia",Yes Man,1,"Comedy, Romance"
2007,Spain,[Rec],3,"Horror, Mystery"
2007,USA,1408,3,"Horror, Mystery"
2007,"UK, Spain",28 Weeks Later,3,"Horror, Sci-Fi, Thriller"
2007,USA,3:10 to Yuma,0,"Adventure, Crime, Drama"
2007,"USA, New Zealand",30 Days of Night,2,"Horror, Thriller"
2007,"USA, Germany, Canada",88 Minutes,1,"Drama, Mystery, Thriller"
2007,"USA, UK",Across the Universe,3,"Drama, Fantasy, Musical"
2007,"UK, France, USA",Atonement,3,"Drama, Mystery, Romance"
2007,"UK, Ireland",Becoming Jane,3,"Biography, Drama, Romance"
2007,USA,Beowulf,3,"Animation, Action, Adventure"
2007,USA,Blades of Glory,3,"Comedy, Sport"
2007,USA,Bridge to Terabithia,3,"Adventure, Drama, Family"
2007,USA,Brooklyn Rules,3,"Crime, Drama"
2007,USA,Charlie Bartlett,2,"Comedy, Drama, Romance"
2007,"USA, Germany",Charlie Wilson&#39;s War,3,"Biography, Comedy, Drama"
2007,"USA, Germany, UK, Netherlands",Death at a Funeral,3,Comedy
2007,USA,Diary of the Dead,3,Horror
2007,USA,Disturbia,3,"Drama, Mystery, Thriller"
2007,"USA, UK, Canada",Eastern Promises,3,"Crime, Mystery, Thriller"
2007,USA,Enchanted,3,"Comedy, Family, Fantasy"
2007,"USA, Germany, UK",Fantastic Four: Rise of the Silver Surfer,3,"Action, Fantasy, Sci-Fi"
2007,USA,Gone Baby Gone,3,"Crime, Drama, Mystery"
2007,"USA, UK",Hairspray,3,"Comedy, Musical, Romance"
2007,USA,Halloween,3,Horror
2007,"UK, Czech Republic, France, Italy",Hannibal Rising,1,"Crime, Drama, Thriller"
2007,"UK, USA",Harry Potter and the Order of the Phoenix,3,"Adventure, Family, Fantasy"
2007,"France, USA",Hitman,0,"Action, Crime, Drama"
2007,USA,Hostel: Part II,3,Horror
2007,"UK, France, USA",Hot Fuzz,1,"Action, Comedy"
2007,USA,Hot Rod,1,Comedy
2007,USA,I Am Legend,3,"Drama, Sci-Fi, Thriller"
2007,USA,Into the Wild,1,"Adventure, Biography, Drama"
2007,USA,Juno,3,"Comedy, Drama, Romance"
2007,USA,Knocked Up,3,"Comedy, Drama, Romance"
2007,"USA, Canada",Lars and the real Girl,3,"Comedy, Drama"
2007,"USA, UK",Live Free or Die Hard,1,"Action, Crime, Thriller"
2007,USA,Michael Clayton,2,"Crime, Drama, Mystery"
2007,USA,Music and Lyrics,3,"Comedy, Music, Romance"
2007,USA,No Country for Old Men,3,"Crime, Drama, Thriller"
2007,"USA, Australia",No Reservations,3,"Comedy, Drama, Romance"
2007,USA,Paranormal Activity,3,"Horror, Mystery"
2007,"France, USA",Persepolis,3,"Animation, Biography, Drama"
2007,USA,Pirates of the Caribbean: At World&#39;s End,3,"Action, Adventure, Fantasy"
2007,USA,Premonition,3,"Drama, Fantasy, Mystery"
2007,USA,Ratatouille,1,"Animation, Comedy, Family"
2007,"France, Australia, Germany, UK, USA",Resident Evil: Extinction,3,"Action, Horror, Sci-Fi"
2007,,Rush Hour 3,1,
2007,USA,Shooter,1,"Action, Crime, Drama"
2007,USA,Shrek the Third,3,"Animation, Adventure, Comedy"
2007,UK,St. Trinian&#39;s,3,Comedy
2007,"UK, USA, Iceland",Stardust,3,"Adventure, Family, Fantasy"
2007,"UK, USA",Sunshine,1,"Adventure, Sci-Fi, Thriller"
2007,USA,Superbad,3,Comedy
2007,USA,Sydney White,3,"Comedy, Romance"
